Element	Sample Constant	Sample Normal	Sample Normal x 10
RNA5SP244	17255064361390068e-21	-0.9113001368528199	-9.113001368528199
HOTAIR_3	17255064361390068e-21	-2.1823638792337183	-21.823638792337185
RNU1-52P	17255064361390068e-21	0.50723023482766	5.072302348276601
RNU6-1074P	17255064361390068e-21	1.3743659141140154	13.743659141140155
RN7SKP262	17255064361390068e-21	-0.5887210146760589	-5.887210146760589
RN7SL706P	17255064361390068e-21	-0.49566576318414995	-4.9566576318415
FTX_5	17255064361390068e-21	0.371721157214337	3.7172115721433703
RN7SKP218	17255064361390068e-21	0.5985256043824194	5.985256043824194
DLEU2_5	17255064361390068e-21	2.3686624152002467	23.686624152002466
RNU6-91P	17255064361390068e-21	-0.5470718126304674	-5.470718126304675
RN7SL170P	17255064361390068e-21	-0.029715711579318346	-0.29715711579318344
RNU6-1026P	17255064361390068e-21	0.7523169206030166	7.523169206030166
DLEU1_2	17255064361390068e-21	-0.36069031846333227	-3.606903184633323
RNU6-1280P	17255064361390068e-21	0.9299886830426347	9.299886830426347
VTRNA1-3	17255064361390068e-21	0.8030671244949863	8.030671244949863
SNORA74	17255064361390068e-21	-0.5638098988591452	-5.6380989885914525
AC243790.1	17255064361390068e-21	-1.3199742347479169	-13.19974234747917
RNU6ATAC27P	17255064361390068e-21	0.17725762736070103	1.7725762736070103
SNORD36B	17255064361390068e-21	2.084121310250174	20.84121310250174
NCRUPAR_2	17255064361390068e-21	0.030317837887631257	0.30317837887631255
SNORD11B	17255064361390068e-21	-1.0859418605659363	-10.859418605659364
SNORA62	17255064361390068e-21	-1.2525116527524973	-12.525116527524974
RNA5SP385	17255064361390068e-21	-0.9977383123333221	-9.97738312333322
RN7SL395P	17255064361390068e-21	-0.11273664553222963	-1.1273664553222964
RNU6-888P	17255064361390068e-21	-1.194559390328904	-11.94559390328904
SNORA71	17255064361390068e-21	0.42975462800770003	4.297546280077
RN7SKP27	17255064361390068e-21	-1.1266983191275572	-11.266983191275573
U1	17255064361390068e-21	-0.16516976397966873	-1.6516976397966874
RNU6-364P	17255064361390068e-21	1.8263125867588903	18.263125867588904
RNU6-881P	17255064361390068e-21	-1.5834043662569093	-15.834043662569092
SNORD2	17255064361390068e-21	-1.1892735299260535	-11.892735299260535
RN7SKP212	17255064361390068e-21	-0.8049185000695106	-8.049185000695106
MIR3972	17255064361390068e-21	-2.431903700525476	-24.31903700525476
RN7SL432P	17255064361390068e-21	0.6023839389739463	6.023839389739463
RNU4-23P	17255064361390068e-21	0.14063411132030962	1.406341113203096
RNU11-5P	17255064361390068e-21	-0.5057961106976179	-5.057961106976179
RNU6-272P	17255064361390068e-21	-0.11728482927063323	-1.1728482927063324
RNU2-63P	17255064361390068e-21	-1.676309419261018	-16.76309419261018
SNORD7	17255064361390068e-21	-1.781960156344582	-17.81960156344582
RN7SKP204	17255064361390068e-21	-0.15538352683240114	-1.5538352683240113
RNU6-1207P	17255064361390068e-21	-0.8868272514143728	-8.868272514143728
ZNFX1-AS1_3	17255064361390068e-21	0.5335757237514553	5.335757237514553
RMST_10	17255064361390068e-21	-0.783714141962182	-7.837141419621821
NPPA-AS1_3	17255064361390068e-21	0.6830490901610942	6.830490901610942
U2	17255064361390068e-21	-0.12366217325985793	-1.2366217325985793
RNU4-84P	17255064361390068e-21	0.1601702220663736	1.6017022206637361
RNU1-58P	17255064361390068e-21	1.1030904183570902	11.030904183570902
RNU6-482P	17255064361390068e-21	-2.0439831362058642	-20.43983136205864
RNU6-343P	17255064361390068e-21	1.2687381426907869	12.68738142690787
RNA5SP50	17255064361390068e-21	2.2461076952476695	22.461076952476695
RNA5SP182	17255064361390068e-21	-2.399394604198869	-23.993946041988693
Evf-2_5p	17255064361390068e-21	1.069514544227178	10.69514544227178
RN7SL862P	17255064361390068e-21	-0.784429894949952	-7.844298949499519
MIR489	17255064361390068e-21	-1.263053270450719	-12.63053270450719
MIR340	17255064361390068e-21	0.7997546291629676	7.997546291629676
RNU6-95P	17255064361390068e-21	-0.3986169403423734	-3.986169403423734
MIR944	17255064361390068e-21	0.2425520579056056	2.425520579056056
RN7SL673P	17255064361390068e-21	-1.4052740259047891	-14.05274025904789
MIR6501	17255064361390068e-21	-0.05455602138283517	-0.5455602138283517
MIR6809	17255064361390068e-21	1.3103871322849543	13.103871322849542
MIR6837	17255064361390068e-21	1.138062064504085	11.380620645040851
RNU6-1112P	17255064361390068e-21	0.14968709678220085	1.4968709678220085
MIR663B	17255064361390068e-21	-0.1381213078051265	-1.3812130780512648
MIR512-1	17255064361390068e-21	0.722706171474977	7.2270617147497695
MIR378A	17255064361390068e-21	-0.5409007456864965	-5.409007456864964
MIR6885	17255064361390068e-21	0.07967646659226872	0.7967646659226872
RNU7-159P	17255064361390068e-21	-0.21977081736294843	-2.197708173629484
MIR4456	17255064361390068e-21	0.8777706276257642	8.777706276257643
MIR5190	17255064361390068e-21	-1.0925803265704308	-10.925803265704308
RN7SL850P	17255064361390068e-21	0.23644287039401685	2.3644287039401686
SNORA26	17255064361390068e-21	1.057628045564254	10.57628045564254
MIR6755	17255064361390068e-21	0.5857477076484796	5.8574770764847965
RN7SL493P	17255064361390068e-21	0.5634349376459798	5.634349376459799
RNA5SP204	17255064361390068e-21	0.20301127790323756	2.0301127790323754
MIR3116-1	17255064361390068e-21	-0.15554628627092085	-1.5554628627092084
RNU6-3P	17255064361390068e-21	-0.03013882760758326	-0.30138827607583263
MIR5585	17255064361390068e-21	-0.7236817865955567	-7.236817865955567
RN7SL186P	17255064361390068e-21	0.19401905906759825	1.9401905906759827
RNU1-62P	17255064361390068e-21	-0.5321416496712582	-5.321416496712582
RNU6-1244P	17255064361390068e-21	-0.9639646271372754	-9.639646271372754
RNU6-195P	17255064361390068e-21	-1.3163000934512787	-13.163000934512787
SNORD81	17255064361390068e-21	0.015892643252939553	0.15892643252939553
SNORD113	17255064361390068e-21	0.015589563838884076	0.15589563838884077
RN7SL320P	17255064361390068e-21	1.5547480420879627	15.547480420879626
CDKN2B-AS	17255064361390068e-21	0.5664180442331394	5.664180442331394
RNA5-8SP6	17255064361390068e-21	0.2417621929569774	2.417621929569774
RNU6-1091P	17255064361390068e-21	0.6877309459701649	6.8773094597016495
RNA5SP501	17255064361390068e-21	0.48165607925665466	4.816560792566547
RN7SL828P	17255064361390068e-21	-0.12818490991774642	-1.2818490991774643
HOXB13-AS1_2	17255064361390068e-21	0.1791253013910265	1.7912530139102651
SNORD116-28	17255064361390068e-21	1.6952457358893085	16.952457358893085
RNA5-8SP4	17255064361390068e-21	-0.20971124069828945	-2.0971124069828946
RNU4-58P	17255064361390068e-21	0.48434167155860675	4.843416715586067
RN7SL28P	17255064361390068e-21	0.14319421303324217	1.4319421303324218
SNORA40	17255064361390068e-21	0.07121640125255131	0.7121640125255131
RN7SKP65	17255064361390068e-21	-0.40207063357720757	-4.020706335772076
ZNRD1-AS1_3	17255064361390068e-21	-0.4692506943808564	-4.6925069438085645
AC012314.1	17255064361390068e-21	-1.5656137033848432	-15.656137033848431
RNU6-1288P	17255064361390068e-21	1.4047162342307868	14.047162342307868
MIR7114	17255064361390068e-21	0.6573333974858875	6.573333974858874
RNU6-1233P	17255064361390068e-21	0.9935621801727857	9.935621801727857
RNU6-1305P	17255064361390068e-21	-0.39198855072066663	-3.9198855072066663
RNU1-107P	17255064361390068e-21	-0.10132079108086235	-1.0132079108086236
RNA5SP142	17255064361390068e-21	0.729462534587713	7.29462534587713
MIR548I2	17255064361390068e-21	1.81884015871006	18.1884015871006
RNU2-57P	17255064361390068e-21	0.6859719632085444	6.859719632085444
MIR4444-2	17255064361390068e-21	0.6330950967379267	6.330950967379268
MIR3648-1	17255064361390068e-21	-1.7828705117187837	-17.828705117187837
RNA5SP432	17255064361390068e-21	1.3377756432884809	13.377756432884809
SNORA21B	17255064361390068e-21	0.4963470574577283	4.963470574577283
MIR1302-4	17255064361390068e-21	-1.3226588860780981	-13.226588860780982
RNU1-3	17255064361390068e-21	1.0556677271967112	10.556677271967112
MIR558	17255064361390068e-21	0.4495780499461578	4.495780499461578
MIR1283-2	17255064361390068e-21	0.044658729881026274	0.4465872988102627
MIR4745	17255064361390068e-21	-0.5078857024386794	-5.078857024386794
SNORD59A	17255064361390068e-21	0.42901785530314596	4.29017855303146
RNU6-748P	17255064361390068e-21	-0.9331486499332922	-9.331486499332922
RN7SKP171	17255064361390068e-21	-1.147989515144257	-11.47989515144257
XIST_intron	17255064361390068e-21	0.9241528130907748	9.241528130907747
hsa-mir-548d-1	17255064361390068e-21	-0.39000677862834554	-3.900067786283455
MIR3612	17255064361390068e-21	0.2940898898709414	2.9408988987094142
RNU6-176P	17255064361390068e-21	-0.24427226211104847	-2.4427226211104847
MIR6499	17255064361390068e-21	-0.4304702583687794	-4.304702583687794
snoU13	17255064361390068e-21	-2.4089613587036975	-24.089613587036975
MIR5188	17255064361390068e-21	1.1554203209668228	11.554203209668227
MIR4493	17255064361390068e-21	-0.5903535184693814	-5.903535184693815
MIR139	17255064361390068e-21	1.6860655963376499	16.860655963376498
SNORD116-7	17255064361390068e-21	-0.9325771199264932	-9.325771199264931
RN7SKP30	17255064361390068e-21	0.7564838631666674	7.564838631666674
MIR4325	17255064361390068e-21	-0.41540169144911626	-4.154016914491162
MIR3162	17255064361390068e-21	0.10619305637147596	1.0619305637147596
SNORD114-1	17255064361390068e-21	0.5044462475133302	5.044462475133303
RNU6-1250P	17255064361390068e-21	0.12156730480562956	1.2156730480562956
MIR101-2	17255064361390068e-21	-1.3291044294591428	-13.291044294591428
MIR4524B	17255064361390068e-21	1.0436470155849693	10.436470155849694
MIR8063	17255064361390068e-21	0.31858003793094153	3.1858003793094154
MIR3124	17255064361390068e-21	-0.6427655087613192	-6.427655087613192
ZNRD1-AS1_2	17255064361390068e-21	-0.24154369311484816	-2.4154369311484816
RN7SL58P	17255064361390068e-21	-0.8240932113619146	-8.240932113619145
SNORA71A	17255064361390068e-21	0.23669983883807064	2.3669983883807064
MIR3146	17255064361390068e-21	-0.04672896407767478	-0.46728964077674784
MIR200A	17255064361390068e-21	-0.17516451184026058	-1.7516451184026058
RN7SL807P	17255064361390068e-21	1.0501209732462327	10.501209732462327
MIR4636	17255064361390068e-21	-0.5048347656562586	-5.048347656562586
AL353898.2	17255064361390068e-21	-0.6027764344017401	-6.027764344017401
RNU6-606P	17255064361390068e-21	-0.21852352261033237	-2.1852352261033237
RNU6-196P	17255064361390068e-21	0.07434953585588373	0.7434953585588373
MIR6816	17255064361390068e-21	0.3765897270561356	3.765897270561356
MIR4264	17255064361390068e-21	-1.322912536151674	-13.22912536151674
RNU6-133P	17255064361390068e-21	0.6449833045922667	6.449833045922667
MIR4737	17255064361390068e-21	-1.257686902501287	-12.576869025012869
RNU6-436P	17255064361390068e-21	-1.995629959843894	-19.95629959843894
RN7SKP214	17255064361390068e-21	0.8668375609361392	8.66837560936139
RNU6-1274P	17255064361390068e-21	0.748028775668466	7.48028775668466
RNU4-45P	17255064361390068e-21	-1.658880532873114	-16.58880532873114
MIR34B	17255064361390068e-21	0.03947590333103048	0.3947590333103048
MIR181A1	17255064361390068e-21	1.0462053274164658	10.462053274164658
RNU6-384P	17255064361390068e-21	-0.2284008327046561	-2.284008327046561
RNU6-111P	17255064361390068e-21	-1.7142491265682902	-17.142491265682903
MIR548AC	17255064361390068e-21	-0.2309903719664662	-2.3099037196646623
RNU6-1228P	17255064361390068e-21	-0.4852918874985882	-4.852918874985882
7SK	17255064361390068e-21	1.4277231518242843	14.277231518242843
RNU6-770P	17255064361390068e-21	-1.0599930951455567	-10.599930951455567
TARM1	17255064361390068e-21	-0.491545312394315	-4.91545312394315
SNORD13P3	17255064361390068e-21	1.5251370816549286	15.251370816549287
RNA5SP382	17255064361390068e-21	-1.0907602817822157	-10.907602817822157
RN7SKP118	17255064361390068e-21	1.0135264238747554	10.135264238747554
RNU6-710P	17255064361390068e-21	-0.23803413689677616	-2.3803413689677617
RNU6-501P	17255064361390068e-21	2.030491117076455	20.304911170764548
MIR6803	17255064361390068e-21	-0.8906629861005619	-8.90662986100562
RNU6-97P	17255064361390068e-21	0.19740112837462917	1.9740112837462918
RNY4P23	17255064361390068e-21	-0.22833701316472446	-2.283370131647245
SNORA50C	17255064361390068e-21	-0.8534950628396951	-8.53495062839695
AC012314.11	17255064361390068e-21	1.7739729059395077	17.739729059395078
MIR3614	17255064361390068e-21	-0.31415677788333696	-3.1415677788333696
AL357055.4	17255064361390068e-21	-1.5969078311844525	-15.969078311844525
MIR1910	17255064361390068e-21	0.7745158153089778	7.745158153089778
RN7SKP18	17255064361390068e-21	1.3129513770697228	13.129513770697228
MIR4514	17255064361390068e-21	0.13265278365874564	1.3265278365874564
RN7SL216P	17255064361390068e-21	0.40211680335811895	4.02116803358119
MIR496	17255064361390068e-21	-1.3006635212472137	-13.006635212472137
MIR4703	17255064361390068e-21	-0.6414384526237292	-6.414384526237292
MIR5095	17255064361390068e-21	-0.8234660176476483	-8.234660176476483
SNORD115-8	17255064361390068e-21	-0.03899675683970562	-0.38996756839705615
MIR6726	17255064361390068e-21	0.5064374634228248	5.064374634228248
RNU6-1047P	17255064361390068e-21	-0.8612271133992355	-8.612271133992355
RNU6-1195P	17255064361390068e-21	-0.09404078510007594	-0.9404078510007594
SNORD116-19	17255064361390068e-21	-0.7241363113141965	-7.241363113141965
SNORD39	17255064361390068e-21	-0.18066224537419387	-1.8066224537419386
RNU6-199P	17255064361390068e-21	0.8640103293357022	8.640103293357022
RNA5SP403	17255064361390068e-21	0.3150497219162861	3.150497219162861
RN7SL592P	17255064361390068e-21	0.026928351675899378	0.26928351675899376
RN7SL244P	17255064361390068e-21	2.3900913757048357	23.900913757048357
RNU6-458P	17255064361390068e-21	0.7958415948063653	7.958415948063653
RN7SL267P	17255064361390068e-21	-0.48712614630471784	-4.871261463047178
RNU6-762P	17255064361390068e-21	1.016969480859084	10.169694808590839
RNU6-629P	17255064361390068e-21	0.4277419397370964	4.277419397370964
RNU6-139P	17255064361390068e-21	2.136856322837388	21.36856322837388
RNU6-314P	17255064361390068e-21	-0.8986897004919041	-8.98689700491904
RNU6-1260P	17255064361390068e-21	0.5771684533859794	5.771684533859794
RNU6-60P	17255064361390068e-21	0.27073579430586014	2.7073579430586014
RN7SL653P	17255064361390068e-21	-0.529556889403355	-5.29556889403355
MIR4283-2	17255064361390068e-21	-2.204207939664179	-22.042079396641792
RNU6-1168P	17255064361390068e-21	2.1398669580573517	21.398669580573518
MIR4644	17255064361390068e-21	-0.5291916390565322	-5.291916390565322
RN7SKP294	17255064361390068e-21	-0.42432223262028074	-4.243222326202807
SNORD37	17255064361390068e-21	0.14885282193521582	1.4885282193521583
MIR6817	17255064361390068e-21	-0.30807729158369984	-3.0807729158369983
MIR1244-2	17255064361390068e-21	1.2881323094788073	12.881323094788073
RNU6-346P	17255064361390068e-21	-1.2117735919666486	-12.117735919666487
RNU5F-4P	17255064361390068e-21	-1.1597367366227929	-11.597367366227928
SNORD5	17255064361390068e-21	-0.7970591864518322	-7.970591864518322
MIR7974	17255064361390068e-21	-0.17450846106573417	-1.7450846106573417
RNU6-795P	17255064361390068e-21	0.8280135090008421	8.280135090008422
RN7SKP245	17255064361390068e-21	-2.2363912666032424	-22.363912666032423
MIR6770-3	17255064361390068e-21	-0.2739217796080584	-2.739217796080584
RN7SKP169	17255064361390068e-21	2.1375159883385573	21.37515988338557
RNU6-883P	17255064361390068e-21	-2.0752006202308872	-20.752006202308873
MIR4509-1	17255064361390068e-21	-0.37281335154765877	-3.728133515476588
MIR4498	17255064361390068e-21	1.0625798168258034	10.625798168258033
RNU6-947P	17255064361390068e-21	0.1973425213672172	1.973425213672172
MIR3136	17255064361390068e-21	-0.9227074081442795	-9.227074081442796
RN7SKP238	17255064361390068e-21	-0.028097108173860904	-0.280971081738609
RNU6ATAC30P	17255064361390068e-21	1.4774216315195776	14.774216315195776
MIR8065	17255064361390068e-21	0.7321777456770138	7.321777456770137
RNA5SP78	17255064361390068e-21	-0.1922004827820095	-1.922004827820095
MIR7706	17255064361390068e-21	-1.1917146302432342	-11.917146302432343
ZEB2_AS1_1	17255064361390068e-21	0.29486764988825837	2.9486764988825835
RNU7-73P	17255064361390068e-21	-0.456648022785863	-4.56648022785863
MIR543	17255064361390068e-21	1.1238174064364703	11.238174064364703
MIR920	17255064361390068e-21	0.4905573302596484	4.905573302596484
MIR7155	17255064361390068e-21	0.3864333524045291	3.864333524045291
RN7SL254P	17255064361390068e-21	1.1117203997828384	11.117203997828383
MIR610	17255064361390068e-21	0.17529926081950373	1.7529926081950373
RNY3P3	17255064361390068e-21	0.8944872145461986	8.944872145461986
ZKSCAN7	17255064361390068e-21	-1.2545045440280225	-12.545045440280225
RNA5SP494	17255064361390068e-21	-1.785981632123663	-17.85981632123663
RN7SKP133	17255064361390068e-21	-0.5121351238389208	-5.121351238389208
RN7SL823P	17255064361390068e-21	1.0848557322436272	10.848557322436271
MIR4434	17255064361390068e-21	0.7842557097872214	7.842557097872214
MIR3133	17255064361390068e-21	0.01317423363970701	0.13174233639707011
MIR4282	17255064361390068e-21	-0.5725815219044144	-5.725815219044144
RN7SL415P	17255064361390068e-21	-0.9294128118563886	-9.294128118563886
AL590644.2	17255064361390068e-21	0.09851287745164315	0.9851287745164315
MIR1273F	17255064361390068e-21	-0.006185344377471337	-0.06185344377471337
RN7SKP57	17255064361390068e-21	-1.5499270476252227	-15.499270476252228
RNU6-439P	17255064361390068e-21	-1.3981274733161264	-13.981274733161264
GNAS-AS1_1	17255064361390068e-21	-1.7574150623683644	-17.574150623683643
MIR500B	17255064361390068e-21	-1.3934728195748383	-13.934728195748383
SNORD114-6	17255064361390068e-21	-1.4580510116723877	-14.580510116723877
SNORA70C	17255064361390068e-21	-0.152539528270872	-1.52539528270872
EI24P3	17255064361390068e-21	1.705344542112562	17.05344542112562
RNU7-48P	17255064361390068e-21	0.859206800854304	8.59206800854304
RNU7-1	17255064361390068e-21	-2.091360088267836	-20.91360088267836
RNU6-156P	17255064361390068e-21	1.1935126220181287	11.935126220181287
RNU6-162P	17255064361390068e-21	0.7543330359718952	7.543330359718952
RNU6-764P	17255064361390068e-21	0.8456849655123798	8.456849655123799
RNU1-36P	17255064361390068e-21	0.34558984599428594	3.4558984599428593
SNORA68B	17255064361390068e-21	-0.4797597042519461	-4.7975970425194605
RNU6-865P	17255064361390068e-21	-0.026830415251342436	-0.2683041525134244
MIR607	17255064361390068e-21	-0.2947223100675276	-2.947223100675276
MIR943	17255064361390068e-21	-1.8060930848143497	-18.060930848143496
MIR3155B	17255064361390068e-21	-2.0507953215484473	-20.507953215484473
MIR5691	17255064361390068e-21	0.41167704599057325	4.116770459905733
MIR210	17255064361390068e-21	-0.3458553380003543	-3.4585533800035426
RN7SKP19	17255064361390068e-21	-1.4086655985573808	-14.086655985573808
RN7SL117P	17255064361390068e-21	-0.15544014625319236	-1.5544014625319236
MIR449B	17255064361390068e-21	0.7446686718446588	7.446686718446588
RN7SL399P	17255064361390068e-21	-0.8066372274262875	-8.066372274262875
MIR3928	17255064361390068e-21	-2.3272660975892947	-23.272660975892947
SNORA70	17255064361390068e-21	1.0489036942888175	10.489036942888175
SNORA69	17255064361390068e-21	1.2322545625788877	12.322545625788877
RN7SL426P	17255064361390068e-21	-1.4915649065705656	-14.915649065705656
MIR766	17255064361390068e-21	0.8353581637756324	8.353581637756324
MIR150	17255064361390068e-21	2.1660196884027947	21.660196884027947
MIR657	17255064361390068e-21	-0.20205256875087646	-2.0205256875087647
RNU6-1312P	17255064361390068e-21	1.2048030171490964	12.048030171490964
MIR6165	17255064361390068e-21	-0.5403717202134112	-5.4037172021341116
RNU7-155P	17255064361390068e-21	0.6868749793988859	6.868749793988859
SNORA25	17255064361390068e-21	0.6946832786485442	6.946832786485442
RNA5SP167	17255064361390068e-21	-0.6679532923763489	-6.679532923763489
RNU6-1283P	17255064361390068e-21	-0.3725996019514683	-3.725996019514683
RNU6-415P	17255064361390068e-21	-1.6913369500243016	-16.913369500243014
ZEB2_AS1_3	17255064361390068e-21	-0.6397750775093274	-6.397750775093273
SNORD14B	17255064361390068e-21	0.9704562231658324	9.704562231658324
RNA5SP435	17255064361390068e-21	-0.29567724753856117	-2.9567724753856117
SCARNA10	17255064361390068e-21	-0.09461718534112155	-0.9461718534112156
U8	17255064361390068e-21	-0.9624384314538816	-9.624384314538815
SNORD11	17255064361390068e-21	-0.9609157976520426	-9.609157976520425
RNU6-241P	17255064361390068e-21	-1.0253967239953492	-10.253967239953493
RNU1-142P	17255064361390068e-21	1.6758812218758552	16.758812218758553
SNORD114-4	17255064361390068e-21	-0.7724744227142438	-7.7247442271424385
SNORD104	17255064361390068e-21	-0.3053187612282878	-3.053187612282878
RNU1-85P	17255064361390068e-21	-0.7489298582524648	-7.489298582524649
RNY3P11	17255064361390068e-21	0.8265010654799906	8.265010654799905
MIR3202-1	17255064361390068e-21	-0.20323616017729368	-2.0323616017729367
RNA5SP462	17255064361390068e-21	0.9175781410485887	9.175781410485888
MIR548A3	17255064361390068e-21	1.4211963784091701	14.2119637840917
MIR548AI	17255064361390068e-21	1.6603443822907034	16.603443822907032
RNU6-1275P	17255064361390068e-21	0.7708574463899049	7.708574463899049
RN7SL802P	17255064361390068e-21	-0.4652831552758807	-4.652831552758807
RN7SL632P	17255064361390068e-21	-0.965366754992236	-9.65366754992236
HOTTIP_4	17255064361390068e-21	-1.2452789994590319	-12.452789994590319
MIR380	17255064361390068e-21	-0.6248985630073337	-6.248985630073337
MIR6746	17255064361390068e-21	0.033019989904067265	0.33019989904067265
RNU6-435P	17255064361390068e-21	0.4691176516467787	4.691176516467787
RNU6-255P	17255064361390068e-21	-0.3777467059619585	-3.7774670596195845
MIR106B	17255064361390068e-21	0.42903504525986313	4.290350452598632
MIR5685	17255064361390068e-21	0.8162420061906837	8.162420061906836
RN7SKP246	17255064361390068e-21	-0.5075569546890673	-5.075569546890673
SNORD116-14	17255064361390068e-21	1.4359671351859926	14.359671351859927
MIR4653	17255064361390068e-21	-1.0049919377391423	-10.049919377391422
MIR4684	17255064361390068e-21	0.3579281116932591	3.579281116932591
MIR4253	17255064361390068e-21	-1.3635253611339693	-13.635253611339692
DLEU2_3	17255064361390068e-21	0.8664210475984953	8.664210475984952
RNU2-44P	17255064361390068e-21	-0.8951659579905324	-8.951659579905325
SNORD38	17255064361390068e-21	1.458802050556114	14.58802050556114
MIR6757	17255064361390068e-21	-0.4630595488652659	-4.630595488652659
MIR8068	17255064361390068e-21	-0.1321292164152599	-1.321292164152599
RNU6-223P	17255064361390068e-21	1.1109889289937371	11.109889289937371
SNORA20	17255064361390068e-21	-2.0504536697081432	-20.504536697081434
OSCAR	17255064361390068e-21	0.631917383008716	6.31917383008716
SNORD38B	17255064361390068e-21	0.1817573912400853	1.817573912400853
RN7SL789P	17255064361390068e-21	-0.474471559942828	-4.744715599428281
FAM231B	17255064361390068e-21	-1.0902198425185605	-10.902198425185606
RNU2-3P	17255064361390068e-21	0.008062948072564437	0.08062948072564438
RN7SL162P	17255064361390068e-21	1.2364112568841092	12.364112568841092
RNU6-1308P	17255064361390068e-21	-0.23873981092805796	-2.3873981092805794
RNU6-391P	17255064361390068e-21	2.722215801510089	27.222158015100888
RNU6-911P	17255064361390068e-21	0.012131541998328147	0.12131541998328146
RNU7-67P	17255064361390068e-21	-0.7780866130109996	-7.780866130109995
RNU1-74P	17255064361390068e-21	-0.762876606863883	-7.62876606863883
SNORA42	17255064361390068e-21	-1.1504007797393385	-11.504007797393385
RNA5SP373	17255064361390068e-21	-1.0355553875133507	-10.355553875133507
RNU1-119P	17255064361390068e-21	-0.26243273534783645	-2.6243273534783644
MIR4688	17255064361390068e-21	-0.8212728598709965	-8.212728598709965
RNA5SP22	17255064361390068e-21	-0.8978913223476415	-8.978913223476415
MIR320B2	17255064361390068e-21	0.6917255963956515	6.9172559639565145
